gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
SHOC1	-12.206890762	-427.24117667	-1.56216014	35	42	65	0.646153846153846
SHOC2	-12.2402229438462	-318.24579654	-4.00564152	26	65	110	0.590909090909091
SHOX	-13.051776	-39.155328	-13.051776	3	956	1069	0.894293732460243
SHPK	-13.051776	-39.155328	-13.051776	3	957	1069	0.895229186155285
SHPRH	-12.6972393829412	-431.70613902	-7.02465351	34	72	82	0.878048780487805
SHQ1	-13.051776	-313.242624	-13.051776	24	122	127	0.960629921259842
SHROOM2	-11.639123431	-581.95617155	2.33530598	50	13	32	0.40625
SHROOM3	-11.7023944932075	-620.22690814	5.67860661	53	4	19	0.210526315789474
SHTN1	-13.051776	-430.708608	-13.051776	33	82	84	0.976190476190476
SI	-12.4583888708	-311.45972177	1.78290223	25	29	131	0.221374045801527
SIAE	-13.051776	-13.051776	-13.051776	1	1335	1564	0.853580562659846
SIAH1	-10.45431303	-31.36293909	-5.25938709	3	152	1069	0.142188961646398
SIAH3	-12.6899306208	-317.24826552	-4.00564152	25	73	131	0.557251908396947
SIDT1	-11.8849059196552	-344.66227167	3.27071798	29	15	84	0.178571428571429
SIDT2	-13.051776	-13.051776	-13.051776	1	1336	1564	0.854219948849105
SIGLEC1	-13.051776	-13.051776	-13.051776	1	1337	1564	0.854859335038363
SIGLEC15	-13.051776	-78.310656	-13.051776	6	672	738	0.910569105691057
SIGMAR1	-13.051776	-13.051776	-13.051776	1	1338	1564	0.855498721227621
SIK1	-13.051776	-91.362432	-13.051776	7	555	621	0.893719806763285
SIK2	-12.532283406	-187.98425109	-5.25938709	15	118	254	0.464566929133858
SIK3	-12.2791167140741	-331.53615128	1.78290223	27	31	111	0.279279279279279
SIKE1	-13.051776	-13.051776	-13.051776	1	1339	1564	0.85613810741688
SIM1	-13.051776	-221.880192	-13.051776	17	205	218	0.940366972477064
SIM2	-12.0477932307692	-156.621312	0	13	71	316	0.224683544303797
SIMC1	-13.051776	-13.051776	-13.051776	1	1340	1564	0.856777493606138
SIN3A	-13.051776	-247.983744	-13.051776	19	165	170	0.970588235294118
SIN3B	-13.051776	-52.207104	-13.051776	4	831	933	0.890675241157556
SINHCAF	-10.9505285333333	-164.257928	2.82719788	15	35	254	0.137795275590551
SIPA1L1	-12.2088102392929	-1208.67221369	2.58796212	99	4	6	0.666666666666667
SIPA1L2	-12.593982246	-629.6991123	-0.97786491	50	22	32	0.6875
SIRT1	-9.56037345875	-76.48298767	4.85984715	8	26	534	0.048689138576779
SIRT4	-13.051776	-13.051776	-13.051776	1	1341	1564	0.857416879795396
SIRT5	4.85984715	4.85984715	4.85984715	1	11	1564	0.00703324808184143
SIVA1	-13.051776	-104.414208	-13.051776	8	479	534	0.897003745318352
SIX4	-13.051776	-104.414208	-13.051776	8	480	534	0.898876404494382
SIX6	-4.00564152	-4.00564152	-4.00564152	1	59	1564	0.0377237851662404
SKA1	-13.051776	-143.569536	-13.051776	11	375	408	0.919117647058823
SKA2	-13.051776	-78.310656	-13.051776	6	673	738	0.911924119241192
SKAP2	-12.8106911004	-960.80183253	-7.02465351	75	16	16	1
SKI	-13.051776	-195.77664	-13.051776	15	234	254	0.921259842519685
SKIDA1	-13.051776	-13.051776	-13.051776	1	1342	1564	0.858056265984655
SKIL	-12.3820957233333	-111.43886151	-7.02465351	9	202	439	0.460136674259681
SKOR2	-12.449063751	-124.49063751	-7.02465351	10	242	477	0.507337526205451
SKP1	-13.051776	-104.414208	-13.051776	8	481	534	0.900749063670412
SLAIN1	-12.850871917	-385.52615751	-7.02465351	30	64	76	0.842105263157895
SLAIN2	-13.051776	-143.569536	-13.051776	11	376	408	0.92156862745098
SLBP	-9.73748506	-87.63736554	5.2872266	9	28	439	0.0637813211845103
SLC10A1	-11.5066650557143	-80.54665539	-2.23599939	7	111	621	0.178743961352657
SLC10A2	-11.90015005	-142.8018006	-5.25938709	12	141	320	0.440625
SLC10A4	-13.051776	-13.051776	-13.051776	1	1343	1564	0.858695652173913
SLC10A7	-12.4392992532051	-970.26534175	7.85012285	78	5	15	0.333333333333333
SLC12A1	-12.6357845919231	-328.53039939	-2.23599939	26	49	110	0.445454545454545
SLC12A2	-12.4786788689286	-349.40300833	-3.03217882	28	57	113	0.504424778761062
SLC12A3	-13.051776	-39.155328	-13.051776	3	958	1069	0.896164639850327
SLC12A4	-11.7740261090323	-364.99480938	-0.97786491	31	38	90	0.422222222222222
SLC12A5	-13.051776	-13.051776	-13.051776	1	1344	1564	0.859335038363171
SLC12A8	-12.1797811540741	-328.85409116	-1.56216014	27	47	111	0.423423423423423
SLC13A1	-12.2981910192857	-344.34934854	-4.00564152	28	64	113	0.566371681415929
SLC13A2	-13.051776	-169.673088	-13.051776	13	297	316	0.939873417721519
SLC13A3	-13.051776	-52.207104	-13.051776	4	832	933	0.891747052518757
SLC13A4	-13.051776	-221.880192	-13.051776	17	206	218	0.944954128440367
SLC13A5	-13.051776	-195.77664	-13.051776	15	235	254	0.925196850393701
SLC14A1	-13.051776	-130.51776	-13.051776	10	446	477	0.935010482180293
SLC15A1	-12.8365216253571	-359.42260551	-7.02465351	28	88	113	0.778761061946903
SLC15A2	-11.4172598105	-456.69039242	11.00790018	40	2	66	0.0303030303030303
SLC15A5	-12.6939332435714	-355.43013082	-3.03217882	28	58	113	0.513274336283186
SLC16A1	-13.051776	-13.051776	-13.051776	1	1345	1564	0.85997442455243
SLC16A10	-13.051776	-300.190848	-13.051776	23	123	128	0.9609375
SLC16A12	-12.2634244942857	-343.37588584	-3.03217882	28	59	113	0.52212389380531
SLC16A14	-13.051776	-91.362432	-13.051776	7	556	621	0.895330112721417
SLC16A2	-10.2025673511111	-91.82310616	12.59110184	9	6	439	0.0136674259681093
SLC16A4	-13.051776	-78.310656	-13.051776	6	674	738	0.913279132791328
SLC16A5	-13.051776	-26.103552	-13.051776	2	1157	1311	0.882532418001526
SLC16A6	-11.0775600857143	-77.5429206	-5.25938709	7	181	621	0.2914653784219
SLC16A7	-12.5176053408511	-588.32745102	0	47	25	35	0.714285714285714
SLC16A8	-4.00564152	-4.00564152	-4.00564152	1	60	1564	0.0383631713554987
SLC16A9	-12.047255585	-72.28353351	-7.02465351	6	255	738	0.345528455284553
SLC17A5	-11.5818591469697	-382.20135185	0.80059496	33	29	84	0.345238095238095
SLC17A8	-12.6416502678947	-240.19135509	-5.25938709	19	103	170	0.605882352941176
SLC17A9	-11.6204049742857	-81.34283482	-3.03217882	7	126	621	0.202898550724638
SLC18A1	-13.051776	-13.051776	-13.051776	1	1346	1564	0.860613810741688
SLC18A2	-12.6899306208	-317.24826552	-4.00564152	25	74	131	0.564885496183206
SLC18B1	-13.051776	-26.103552	-13.051776	2	1158	1311	0.883295194508009
SLC1A1	-11.846351502	-118.46351502	-7.02465351	10	243	477	0.509433962264151
SLC1A2	-12.1268431925	-533.58110047	5.55175926	44	7	38	0.184210526315789
SLC1A3	-12.3515971908108	-457.00909606	0.80059496	37	27	55	0.490909090909091
SLC1A4	-12.1267918252	-303.16979563	4.04570588	25	21	131	0.16030534351145
SLC1A7	-13.051776	-234.931968	-13.051776	18	201	205	0.980487804878049
SLC20A2	-12.3065380582759	-356.88960369	-5.25938709	29	57	84	0.678571428571429
SLC22A15	-12.3392965564	-308.48241391	-3.03217882	25	62	131	0.473282442748092
SLC22A16	-12.448700368	-186.73050552	-4.00564152	15	108	254	0.425196850393701
SLC22A18	-12.0612672667857	-337.71548347	8.65534604	28	6	113	0.0530973451327434
SLC22A2	-13.051776	-39.155328	-13.051776	3	959	1069	0.897100093545369
SLC22A23	-11.5520342825	-508.28950843	3.86396619	44	13	38	0.342105263157895
SLC22A4	-13.051776	-169.673088	-13.051776	13	298	316	0.943037974683544
SLC22A7	-13.051776	-65.25888	-13.051776	5	738	817	0.903304773561811
SLC23A2	-13.051776	-39.155328	-13.051776	3	960	1069	0.898035547240412
SLC24A1	-11.4372382154545	-125.80962037	4.70813963	11	34	408	0.0833333333333333
SLC24A2	-11.9941030118182	-527.74053252	7.07650758	44	5	38	0.131578947368421
SLC24A3	-12.4998963136585	-512.49574886	1.78290223	41	16	37	0.432432432432432
SLC24A4	-12.0451307891667	-578.16627788	7.43561085	48	8	34	0.235294117647059
SLC24A5	4.76793585	9.5358717	22.5876477	2	1	1311	0.0007627765064836
SLC25A1	-13.051776	-39.155328	-13.051776	3	961	1069	0.898971000935454
SLC25A12	-10.1660734255	-203.32146851	4.55126961	20	28	183	0.153005464480874
SLC25A13	-12.4865629307813	-799.14002757	-4.00564152	64	16	17	0.941176470588235
SLC25A14	-13.051776	-13.051776	-13.051776	1	1347	1564	0.861253196930946
SLC25A16	-13.051776	-78.310656	-13.051776	6	675	738	0.914634146341463
SLC25A17	-13.051776	-208.828416	-13.051776	16	207	223	0.928251121076233
SLC25A19	-13.051776	-13.051776	-13.051776	1	1348	1564	0.861892583120205
SLC25A20	-13.051776	-52.207104	-13.051776	4	833	933	0.892818863879957
SLC25A21	-11.7376870966197	-1666.75156772	9.7468367	100	46	209	0.220095693779904
SLC25A22	-11.9751147878571	-167.65160703	-4.00564152	14	103	291	0.353951890034364
SLC25A24	-11.8608777294737	-225.35667686	1.78290223	19	40	170	0.235294117647059
SLC25A25	-13.051776	-169.673088	-13.051776	13	299	316	0.94620253164557
SLC25A26	-12.5602218536538	-653.13153639	6.48191712	52	8	32	0.25
SLC25A27	-10.03639784	-30.10919352	-4.00564152	3	121	1069	0.113189897100094
SLC25A28	-13.051776	-13.051776	-13.051776	1	1349	1564	0.862531969309463
SLC25A29	-13.051776	-39.155328	-13.051776	3	962	1069	0.899906454630496
SLC25A3	-9.65362769714286	-67.57539388	4.70813963	7	37	621	0.0595813204508857
SLC25A30	-13.051776	-143.569536	-13.051776	11	377	408	0.924019607843137
SLC25A32	-13.051776	-91.362432	-13.051776	7	557	621	0.896940418679549
SLC25A33	-11.063826655	-110.63826655	0.80059496	10	80	477	0.167714884696017
SLC25A36	-12.272537109	-122.72537109	-5.25938709	10	181	477	0.379454926624738
SLC25A37	-13.051776	-13.051776	-13.051776	1	1350	1564	0.863171355498721
SLC25A38	-13.051776	-143.569536	-13.051776	11	378	408	0.926470588235294
SLC25A4	-6.85059758	-20.55179274	5.55175926	3	23	1069	0.0215154349859682
SLC25A42	-12.0466499466667	-108.41984952	-4.00564152	9	136	439	0.309794988610478
SLC25A43	-13.051776	-65.25888	-13.051776	5	739	817	0.90452876376989
SLC25A44	-13.051776	-26.103552	-13.051776	2	1159	1311	0.884057971014493
SLC25A46	-12.0156150861538	-156.20299612	0.41831588	13	66	316	0.208860759493671
SLC25A47	-13.051776	-130.51776	-13.051776	10	447	477	0.937106918238994
SLC25A48	-9.86985264333333	-59.21911586	6.03976414	6	22	738	0.029810298102981
SLC25A51	-13.051776	-13.051776	-13.051776	1	1351	1564	0.86381074168798
SLC25A6	-13.051776	-26.103552	-13.051776	2	1160	1311	0.884820747520976
SLC26A11	-13.051776	-65.25888	-13.051776	5	740	817	0.905752753977968
SLC26A2	-13.051776	-78.310656	-13.051776	6	676	738	0.915989159891599
SLC26A3	-13.051776	-104.414208	-13.051776	8	482	534	0.902621722846442
SLC26A4	-13.051776	-182.724864	-13.051776	14	265	291	0.910652920962199
SLC26A5	-13.051776	-182.724864	-13.051776	14	266	291	0.914089347079038
SLC26A7	-12.6219756832692	-656.34273553	3.27071798	52	14	32	0.4375
SLC26A9	-13.051776	-104.414208	-13.051776	8	483	534	0.904494382022472
SLC27A3	-13.051776	-13.051776	-13.051776	1	1352	1564	0.864450127877238
SLC27A6	-12.4276024282759	-360.40047042	-0.97786491	29	33	84	0.392857142857143
SLC28A2	-13.051776	-13.051776	-13.051776	1	1353	1564	0.865089514066496
SLC28A3	-13.051776	-143.569536	-13.051776	11	379	408	0.928921568627451
SLC29A3	-12.1907585014286	-85.33530951	-7.02465351	7	243	621	0.391304347826087
SLC29A4	-13.051776	-39.155328	-13.051776	3	963	1069	0.900841908325538
SLC2A10	-12.1907585014286	-85.33530951	-7.02465351	7	244	621	0.392914653784219
SLC2A12	-12.6405880690909	-278.09293752	-4.00564152	22	81	160	0.50625
SLC2A13	-11.2520150060294	-765.13702041	17.83027102	68	1	12	0.0833333333333333
SLC2A2	-11.04273517	-33.12820551	-7.02465351	3	203	1069	0.189897100093545
SLC2A4RG	-13.051776	-13.051776	-13.051776	1	1354	1564	0.865728900255754
SLC2A6	-10.0332982275	-40.13319291	-0.97786491	4	75	933	0.0803858520900322
SLC2A9	-12.841305814375	-821.84357212	0.41831588	64	12	17	0.705882352941177
SLC30A1	-13.051776	-52.207104	-13.051776	4	834	933	0.893890675241158
SLC30A10	-12.3433770081818	-135.77714709	-5.25938709	11	163	408	0.399509803921569
SLC30A4	-13.051776	-104.414208	-13.051776	8	484	534	0.906367041198502
SLC30A5	-10.7485241	-64.4911446	-5.25938709	6	181	738	0.245257452574526
SLC30A6	-13.051776	-221.880192	-13.051776	17	207	218	0.94954128440367
SLC30A7	-12.6212672507143	-176.69774151	-7.02465351	14	161	291	0.553264604810997
SLC30A8	-12.4236163909091	-273.3195606	-5.25938709	22	96	160	0.6
SLC30A9	-12.5495157925	-150.59418951	-7.02465351	12	182	320	0.56875
SLC31A1	-11.065146	-110.65146	-0.97786491	10	99	477	0.207547169811321
SLC33A1	-10.79024238	-43.16096952	-4.00564152	4	137	933	0.146838156484459
SLC34A2	-13.051776	-182.724864	-13.051776	14	267	291	0.917525773195876
SLC35A1	-11.2762272575	-90.20981806	1.15261394	8	58	534	0.108614232209738
SLC35A3	-10.888620678	-54.44310339	-2.23599939	5	93	817	0.113831089351285
SLC35A5	-11.92100919	-95.36807352	-4.00564152	8	139	534	0.260299625468165
SLC35B3	-12.7504198755	-255.00839751	-7.02465351	20	141	183	0.770491803278688
SLC35B4	-13.051776	-65.25888	-13.051776	5	741	817	0.906976744186046
SLC35C1	-13.051776	-26.103552	-13.051776	2	1161	1311	0.88558352402746
SLC35C2	-10.1730640233333	-61.03838414	4.22049586	6	33	738	0.0447154471544715
SLC35D1	-13.051776	-13.051776	-13.051776	1	1355	1564	0.866368286445013
SLC35D2	-11.9559355472727	-131.51529102	-7.02465351	11	214	408	0.524509803921569
SLC35D3	-13.051776	-65.25888	-13.051776	5	742	817	0.908200734394125
SLC35E1	-9.07117335166667	-54.42704011	10.83183989	6	6	738	0.00813008130081301
SLC35E3	-11.66982486	-116.6982486	-5.25938709	10	182	477	0.381551362683438
SLC35F1	-12.2617845205882	-2084.5033685	5.92243719	150	48	97	0.494845360824742
SLC35F2	-13.051776	-221.880192	-13.051776	17	208	218	0.954128440366973
SLC35F3	-11.7197594908772	-1336.05258196	12.38891903	100	26	209	0.124401913875598
SLC35F4	-11.9346473865753	-871.22925922	-0.97786491	73	18	22	0.818181818181818
SLC35F5	-9.30691045105263	-176.83129857	4.70813963	19	18	170	0.105882352941176
SLC35G1	-13.051776	-91.362432	-13.051776	7	558	621	0.898550724637681
SLC36A4	-12.8590914388462	-668.67275482	-3.03217882	52	28	32	0.875
SLC37A1	-12.8199635965385	-333.31905351	-7.02465351	26	88	110	0.8
SLC37A2	-13.051776	-13.051776	-13.051776	1	1356	1564	0.867007672634271
SLC37A3	-12.6972393829412	-215.85306951	-7.02465351	17	144	218	0.660550458715596
SLC37A4	-13.051776	-13.051776	-13.051776	1	1357	1564	0.867647058823529
SLC38A1	-11.4483786992308	-148.82892309	0	13	72	316	0.227848101265823
SLC38A10	-13.051776	-39.155328	-13.051776	3	964	1069	0.90177736202058
SLC38A11	-11.5139812554545	-126.65379381	3.86396619	11	40	408	0.0980392156862745
SLC38A2	-13.051776	-91.362432	-13.051776	7	559	621	0.900161030595813
SLC38A3	-13.051776	-13.051776	-13.051776	1	1358	1564	0.868286445012788
SLC38A4	-13.051776	-130.51776	-13.051776	10	448	477	0.939203354297694
SLC38A6	-11.9881490769231	-311.691876	-2.23599939	26	50	110	0.454545454545455
SLC38A7	-7.643887695	-15.28777539	-2.23599939	2	66	1311	0.0503432494279176
SLC38A8	-13.051776	-13.051776	-13.051776	1	1359	1564	0.868925831202046
SLC38A9	-12.2298956604545	-269.05770453	-7.02465351	22	124	160	0.775
SLC39A10	-11.2676423523529	-191.54991999	8.23236153	17	12	218	0.055045871559633
SLC39A11	-13.051776	-13.051776	-13.051776	1	1360	1564	0.869565217391304
SLC39A12	-12.5038557736364	-137.54241351	-7.02465351	11	215	408	0.526960784313726
SLC39A13	-13.051776	-156.621312	-13.051776	12	289	320	0.903125
SLC39A3	-13.051776	-26.103552	-13.051776	2	1162	1311	0.886346300533944
SLC39A6	-11.0428450735714	-154.59983103	0	14	60	291	0.206185567010309
SLC39A8	-12.1230136084615	-157.59917691	-0.97786491	13	86	316	0.272151898734177
SLC39A9	-12.4508995216667	-224.11619139	-2.23599939	18	87	205	0.424390243902439
SLC3A1	-13.051776	-52.207104	-13.051776	4	835	933	0.894962486602358
SLC40A1	-13.051776	-104.414208	-13.051776	8	485	534	0.908239700374532
SLC41A1	-13.051776	-26.103552	-13.051776	2	1163	1311	0.887109077040427
SLC41A2	-11.9012438573529	-404.64229115	0	34	33	82	0.402439024390244
SLC41A3	-12.392139287619	-260.23492504	0.80059496	21	44	160	0.275
SLC43A2	-9.49170912647059	-161.35905515	17.57027022	17	3	218	0.0137614678899083
SLC44A1	-12.5522274843478	-288.70123214	-1.56216014	23	53	128	0.4140625
SLC44A3	-11.47151503125	-275.31636075	9.80123028	24	9	127	0.0708661417322835
SLC44A5	-13.051776	-104.414208	-13.051776	8	486	534	0.910112359550562
SLC45A1	-11.69980392375	-93.59843139	-2.23599939	8	103	534	0.192883895131086
SLC45A2	-13.051776	-39.155328	-13.051776	3	965	1069	0.902712815715622
SLC45A3	-13.051776	-26.103552	-13.051776	2	1164	1311	0.887871853546911
SLC45A4	-12.42398777	-323.02368202	3.27071798	26	20	110	0.181818181818182
SLC46A1	-11.5449953775	-46.17998151	-7.02465351	4	237	933	0.254019292604502
SLC46A2	-11.04273517	-33.12820551	-7.02465351	3	204	1069	0.190832553788587
SLC46A3	-9.98977446692308	-129.86706807	7.68851227	13	16	316	0.0506329113924051
SLC47A1	-13.051776	-104.414208	-13.051776	8	487	534	0.911985018726592
SLC49A3	-12.5881511930769	-163.64596551	-7.02465351	13	173	316	0.54746835443038
SLC49A4	-12.3666996119231	-321.53418991	-3.03217882	26	58	110	0.527272727272727
SLC4A10	-12.4410759854167	-895.75747095	-2.23599939	72	19	26	0.730769230769231
SLC4A11	-12.0256531830952	-505.07743369	1.15261394	42	16	32	0.5
SLC4A1AP	-13.051776	-52.207104	-13.051776	4	836	933	0.896034297963558
SLC4A3	-13.051776	-117.465984	-13.051776	9	417	439	0.949886104783599
SLC4A4	-12.570778651828	-1169.08241462	11.81467738	93	3	10	0.3
SLC4A7	-11.965150113	-717.90900678	5.42136985	60	7	18	0.388888888888889
SLC4A8	-11.9385775842857	-83.57004309	-5.25938709	7	182	621	0.293075684380032
SLC4A9	-13.051776	-26.103552	-13.051776	2	1165	1311	0.888634630053394
SLC51A	-13.051776	-26.103552	-13.051776	2	1166	1311	0.889397406559878
SLC51B	-13.051776	-13.051776	-13.051776	1	1361	1564	0.870204603580563
SLC5A1	-13.051776	-156.621312	-13.051776	12	290	320	0.90625
SLC5A11	-7.4079721225	-29.63188849	9.52343951	4	10	933	0.0107181136120043
SLC5A12	-11.6812233911765	-198.58079765	4.22049586	17	28	218	0.128440366972477
SLC5A7	-11.9405156780769	-310.45340763	-4.00564152	26	66	110	0.6
SLC5A8	-13.051776	-221.880192	-13.051776	17	209	218	0.958715596330275
SLC5A9	-13.051776	-65.25888	-13.051776	5	743	817	0.909424724602203
SLC66A1	-13.051776	-39.155328	-13.051776	3	966	1069	0.903648269410664
SLC66A2	-9.9818861993617	-469.14865137	13.60237015	47	5	35	0.142857142857143
SLC66A3	-13.051776	-13.051776	-13.051776	1	1362	1564	0.870843989769821
SLC6A1	-13.051776	-417.656832	-13.051776	32	95	97	0.979381443298969
SLC6A12	-12.29838568875	-98.38708551	-7.02465351	8	218	534	0.408239700374532
SLC6A14	-13.051776	-130.51776	-13.051776	10	449	477	0.941299790356394
SLC6A15	-11.4824859994444	-413.36949598	10.96440251	36	3	62	0.0483870967741935
SLC6A17	-13.051776	-78.310656	-13.051776	6	677	738	0.917344173441734
SLC6A19	-12.1409035290909	-133.54993882	-3.03217882	11	125	408	0.306372549019608
SLC6A2	-12.7647701671429	-536.12034702	-7.02465351	42	30	32	0.9375
SLC6A20	-8.820509533	-88.20509533	2.06760079	10	65	477	0.136268343815514
SLC6A4	-12.649967834	-189.74951751	-7.02465351	15	162	254	0.637795275590551
SLC6A5	-12.6212672507143	-176.69774151	-7.02465351	14	162	291	0.556701030927835
SLC6A6	-12.5252290492187	-801.61465915	0.80059496	64	10	17	0.588235294117647
SLC6A7	-11.5446060385714	-161.62448454	-4.00564152	14	104	291	0.357388316151203
SLC7A1	-9.34591661954546	-205.61016563	9.80123028	22	7	160	0.04375
SLC7A10	-11.725583874	-351.76751622	3.86396619	30	22	76	0.289473684210526
SLC7A11	-13.051776	-52.207104	-13.051776	4	837	933	0.897106109324759
SLC7A13	-11.3297410028571	-79.30818702	-7.02465351	7	245	621	0.394524959742351
SLC7A14	-11.5896963784211	-220.20423119	4.70813963	19	19	170	0.111764705882353
SLC7A2	-12.7631690033333	-344.60556309	-5.25938709	27	69	111	0.621621621621622
SLC7A3	-13.051776	-52.207104	-13.051776	4	838	933	0.898177920685959
SLC7A4	-13.051776	-65.25888	-13.051776	5	744	817	0.910648714810282
SLC7A5	-12.1907585014286	-170.67061902	-7.02465351	14	163	291	0.560137457044674
SLC7A6	-12.7504198755	-255.00839751	-7.02465351	20	142	183	0.775956284153005
SLC7A6OS	-13.051776	-39.155328	-13.051776	3	967	1069	0.904583723105706
SLC7A9	-9.99527556666667	-59.9716534	5.2872266	6	25	738	0.0338753387533875
SLC8A1	-12.715023703	-508.60094812	0.41831588	40	28	66	0.424242424242424
SLC8A3	-12.1438009338636	-534.32724109	5.2872266	44	8	38	0.210526315789474
SLC9A1	-13.051776	-52.207104	-13.051776	4	839	933	0.89924973204716
SLC9A2	-11.5328556495652	-265.25567994	-2.23599939	23	57	128	0.4453125
SLC9A3	-13.051776	-417.656832	-13.051776	32	96	97	0.989690721649485
SLC9A3R1	-13.051776	-39.155328	-13.051776	3	968	1069	0.905519176800748
SLC9A3R2	-13.051776	-91.362432	-13.051776	7	560	621	0.901771336553945
SLC9A4	-12.61614134	-290.17125082	-3.03217882	23	61	128	0.4765625
SLC9A5	-13.051776	-26.103552	-13.051776	2	1167	1311	0.890160183066362
SLC9A6	-13.051776	-78.310656	-13.051776	6	678	738	0.91869918699187
SLC9A7	-12.59974181325	-503.98967253	-7.02465351	40	63	66	0.954545454545455
SLC9A8	-12.6212672507143	-176.69774151	-7.02465351	14	164	291	0.563573883161512
SLC9A9	-12.1362222662245	-1189.34978209	5.42136985	98	6	7	0.857142857142857
SLC9B2	-13.051776	-287.139072	-13.051776	22	153	160	0.95625
SLCO2A1	-13.051776	-26.103552	-13.051776	2	1168	1311	0.890922959572845
SLCO2B1	-13.051776	-52.207104	-13.051776	4	840	933	0.90032154340836
SLCO3A1	-12.2286430495775	-868.23365652	0.80059496	71	6	12	0.5
SLCO4A1	-12.5495157925	-150.59418951	-7.02465351	12	183	320	0.571875
SLCO4C1	-13.051776	-117.465984	-13.051776	9	418	439	0.952164009111617
SLCO5A1	-13.051776	-443.760384	-13.051776	34	80	82	0.975609756097561
SLF2	-9.905988138125	-158.49581021	5.67860661	16	25	223	0.112107623318386
SLIRP	-13.051776	-13.051776	-13.051776	1	1363	1564	0.871483375959079
SLIT1	-9.531166878	-47.65583439	4.55126961	5	25	817	0.0305997552019584
SLIT2	-12.1522986461446	-2017.28157526	10.65001458	150	23	97	0.237113402061856
SLIT3	-12.132992490898	-2972.58316027	9.22998876	200	28	74	0.378378378378378
SLITRK1	-13.051776	-26.103552	-13.051776	2	1169	1311	0.891685736079329
SLITRK2	-13.051776	-26.103552	-13.051776	2	1170	1311	0.892448512585812
SLITRK3	-13.051776	-65.25888	-13.051776	5	745	817	0.91187270501836
SLITRK4	-13.051776	-39.155328	-13.051776	3	969	1069	0.90645463049579
SLITRK5	-6.75686775	-13.5137355	-0.4619595	2	50	1311	0.03813882532418
SLITRK6	-13.051776	-91.362432	-13.051776	7	561	621	0.903381642512077
SLK	-12.3167154855556	-332.55131811	-5.25938709	27	70	111	0.630630630630631
SLMAP	-13.051776	-378.501504	-13.051776	29	80	84	0.952380952380952
SLTM	-10.890585969	-108.90585969	-5.25938709	10	183	477	0.383647798742138
SLU7	-11.6015786666667	-104.414208	0	9	75	439	0.170842824601367
SLX4	-12.3340018585714	-259.01403903	-4.00564152	21	97	160	0.60625
SLX4IP	-12.7117816930435	-584.74195788	2.58796212	46	19	39	0.487179487179487
SMAD1	-12.5582220214286	-351.6302166	-5.25938709	28	76	113	0.672566371681416
SMAD2	-12.4134640077778	-223.44235214	-1.56216014	18	77	205	0.375609756097561
SMAD3	-11.1180510210526	-211.2429694	2.82719788	19	32	170	0.188235294117647
SMAD4	-13.051776	-26.103552	-13.051776	2	1171	1311	0.893211289092296
SMAD5	-12.901152347	-258.02304694	-10.03930294	20	151	183	0.825136612021858
SMAD6	-13.051776	-156.621312	-13.051776	12	291	320	0.909375
SMAD7	-13.051776	-52.207104	-13.051776	4	841	933	0.901393354769561
SMAD9	-10.3464276303333	-310.39282891	6.03976414	30	18	76	0.236842105263158
SMAP1	-11.772532475	-635.71675365	6.88640152	54	6	30	0.2
SMAP2	-13.051776	-52.207104	-13.051776	4	842	933	0.902465166130761
SMARCA1	-11.753044515	-70.51826709	-5.25938709	6	182	738	0.246612466124661
SMARCA2	-12.449063751	-497.96255004	-7.02465351	40	64	66	0.96969696969697
SMARCA5	-11.4372605388889	-102.93534485	1.47886315	9	57	439	0.129840546697039
SMARCAD1	-11.6204049742857	-162.68566964	-3.03217882	14	91	291	0.312714776632302
SMARCAL1	-12.7778158868182	-281.11194951	-7.02465351	22	125	160	0.78125
SMARCB1	-10.79024238	-43.16096952	-4.00564152	4	138	933	0.147909967845659
SMARCC1	-11.7841112842105	-223.8981144	5.00673111	19	15	170	0.0882352941176471
SMARCD3	-13.051776	-78.310656	-13.051776	6	679	738	0.920054200542005
SMARCE1	-9.504419745	-57.02651847	8.23236153	6	10	738	0.013550135501355
SMC2	-13.051776	-78.310656	-13.051776	6	680	738	0.921409214092141
SMC3	-13.051776	-195.77664	-13.051776	15	236	254	0.929133858267717
SMC5	-13.051776	-13.051776	-13.051776	1	1364	1564	0.872122762148338
SMC6	-11.3119940085	-226.23988017	5.42136985	20	21	183	0.114754098360656
SMCHD1	-11.2517586594444	-405.06331174	3.86396619	36	15	62	0.241935483870968
SMCO3	-13.051776	-104.414208	-13.051776	8	488	534	0.913857677902622
SMCO4	-10.74050355	-161.10755325	2.33530598	15	40	254	0.15748031496063
SMCR8	-13.051776	-26.103552	-13.051776	2	1172	1311	0.89397406559878
SMDT1	-10.038214755	-20.07642951	-7.02465351	2	185	1311	0.141113653699466
SMG1	-12.6814872794118	-431.1705675	-0.4619595	34	39	82	0.475609756097561
SMG5	-12.5881511930769	-163.64596551	-7.02465351	13	174	316	0.550632911392405
SMG6	-12.7647701671429	-268.06017351	-7.02465351	21	124	160	0.775
SMG7	-13.051776	-13.051776	-13.051776	1	1365	1564	0.872762148337596
SMG8	-13.051776	-52.207104	-13.051776	4	843	933	0.903536977491961
SMIM11A	-13.051776	-39.155328	-13.051776	3	970	1069	0.907390084190833
SMIM12	-13.051776	-13.051776	-13.051776	1	1366	1564	0.873401534526854
